Date,FECHA,Diseño de la Mezcla,Zona,Volumen (m3),TURNO,Humedad arena (%),Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
2024-06-23,6/23/20246/23/20246/23/20246/23/20246/23/20246/23/20246/23/20246/23/20246/23/20246/23/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_IN4999ZONA_SV3249ZONA_IF4792ZONA_MJ6113ZONA_MJ6113ZONA_FR7907ZONA_WZ2993ZONA_OA3423ZONA_LQ8417ZONA_LO8120,44.0,DIADIADIADIADIADIADIANOCHENOCHENOCHE,0.65,73568.32560000001,0.0,19800.0,4245.6744,0.0,0.0,99.0,307.12,0.0,220.0
2024-06-24,6/24/20246/24/20246/24/20246/24/20246/24/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_VT1950ZONA_LO8120ZONA_MJ6113ZONA_WZ2993ZONA_UK1622,25.0,DIADIADIADIANOCHE,0.308,41660.811,0.0,11250.0,2551.689,0.0,0.0,56.25,174.5,0.0,125.0
2024-06-25,6/25/20246/25/20246/25/20246/25/20246/25/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_FD9130ZONA_FD9130ZONA_GC3372ZONA_TO8115ZONA_LO8120,24.0,DIADIADIADIANOCHE,0.302,39955.1616,0.0,10800.0,2488.8383999999996,0.0,0.0,54.0,167.52,0.0,120.0
2024-06-26,6/26/20246/26/20246/26/20246/26/20246/26/20246/26/20246/26/20246/26/20246/26/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_VK9496ZONA_MJ6113ZONA_WZ2993ZONA_MJ6113ZONA_MJ6113ZONA_WZ2993ZONA_WZ2993ZONA_WZ2993ZONA_QE4958,39.0,DIADIADIADIADIADIANOCHENOCHENOCHE,0.552,64963.1826,0.0,17550.0,4008.3174,0.0,0.0,87.75,272.22,0.0,195.0
2024-06-27,6/27/20246/27/20246/27/20246/27/20246/27/20246/27/20246/27/2024,DIS_XB915DIS_XB915DIS_XB915DIS_JN153DIS_XB915DIS_XB915DIS_XB915,ZONA_QE4958ZONA_WZ2993ZONA_MJ6113ZONA_MJ6113ZONA_FD9130ZONA_HX8668ZONA_VK9496,31.0,DIADIADIADIANOCHENOCHENOCHE,0.37,50556.7376,819.698,13890.0,3656.0643999999998,2.73,2.0,67.5,209.4,0.0,150.0
2024-06-28,6/28/20246/28/20246/28/20246/28/20246/28/20246/28/20246/28/20246/28/20246/28/20246/28/2024,DIS_XB915DIS_YV593DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_JN6250ZONA_CR7598ZONA_FD9130ZONA_LO8120ZONA_YI5008ZONA_LO8120ZONA_MJ6113ZONA_MJ6113ZONA_TM0621ZONA_QB6901,38.0,DIADIADIADIADIADIADIADIANOCHENOCHE,0.548,59016.2685,5667.396,16190.0,4412.8355,13.44,13.44,69.75,216.38000000000002,0.0,155.0
2024-06-29,6/29/20246/29/20246/29/20246/29/20246/29/20246/29/20246/29/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_MJ6113ZONA_MJ6113ZONA_OG8416ZONA_MJ6113ZONA_ND2516ZONA_ZC9852ZONA_VT1950,29.5,DIADIADIANOCHENOCHENOCHENOCHE,0.35200000000000004,48620.1393,0.0,13275.0,3550.6106999999997,0.0,0.0,66.375,205.91000000000003,0.0,147.5
2024-06-30,6/30/20246/30/20246/30/20246/30/20246/30/20246/30/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_WZ2993ZONA_MJ6113ZONA_EI2685ZONA_OG8416ZONA_MJ6113ZONA_GG0895,23.0,DIADIADIADIANOCHENOCHE,0.365,38299.9752,0.0,10350.0,2375.5248,0.0,0.0,51.75,160.54000000000002,0.0,115.0
2024-07-01,7/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/20247/1/2024,DIS_XB915DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_XB915DIS_MU573DIS_BI322DIS_XB915DIS_BI322DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_LO8120ZONA_SY0229ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_LO8120ZONA_MJ6113ZONA_DG0473ZONA_MJ6113ZONA_GV5586ZONA_HX2317ZONA_MJ6113ZONA_MJ6113ZONA_JJ0787ZONA_TJ6089ZONA_VK9496,86.5,DIADIADIADIADIADIADIADIADIADIANOCHENOCHENOCHENOCHENOCHENOCHENOCHENOCHE,1.1520000000000001,110356.4256,45914.165,33975.0,8667.1594,118.8,118.8,70.875,219.87,0.0,157.5
2024-07-02,7/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/20247/2/2024,DIS_UE958DIS_XB915DIS_XB915DIS_UE958DIS_UE958DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_ON6771ZONA_LO8120ZONA_GH9782ZONA_ON6771ZONA_ON6771ZONA_DG0473ZONA_JJ0787ZONA_MJ6113ZONA_DG0473ZONA_SY4847ZONA_DG0473ZONA_DG0473ZONA_LO8120ZONA_DG0473ZONA_DG0473,81.5,DIADIADIADIADIADIADIANOCHENOCHENOCHENOCHENOCHENOCHENOCHENOCHE,1.044,123728.8687,14866.341,36485.0,8229.8403,50.16,50.16,140.625,436.25,0.0,312.5
2024-07-03,7/3/20247/3/20247/3/20247/3/20247/3/20247/3/20247/3/20247/3/20247/3/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_BI322DIS_BI322DIS_XB915,ZONA_WJ8474ZONA_WJ8474ZONA_YE1052ZONA_MJ6113ZONA_MJ6113ZONA_JJ0787ZONA_DG0473ZONA_DG0473ZONA_ZC9852,38.0,DIADIADIADIADIANOCHENOCHENOCHENOCHE,0.548,59925.671449999994,4591.4165,16605.0,3882.16205,11.88,11.88,73.125,226.85000000000002,0.0,162.5
2024-07-04,7/4/20247/4/20247/4/20247/4/20247/4/20247/4/20247/4/20247/4/20247/4/20247/4/20247/4/2024,DIS_XB915DIS_XB915DIS_XB915DIS_UE958DIS_UE958DIS_UE958DIS_UE958DIS_XB915DIS_UE958DIS_XB915DIS_XB915,ZONA_VT1950ZONA_MJ6113ZONA_MJ6113ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_MJ6113ZONA_ON6771ZONA_FD9130ZONA_FD9130,45.0,DIADIADIADIADIADIADIADIADIANOCHENOCHE,0.618,56900.9744,20343.414,19990.0,6022.3116,68.64,68.64,42.75,132.62,0.0,95.0
2024-07-05,7/5/20247/5/20247/5/20247/5/20247/5/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_MJ6113ZONA_MJ6113ZONA_ZC9852ZONA_MJ6113ZONA_MJ6113,13.5,DIADIADIADIANOCHE,0.256,22262.1129,0.0,6075.0,1612.6371,0.0,0.0,30.375,94.23,0.0,67.5
2024-07-06,7/6/20247/6/20247/6/20247/6/20247/6/20247/6/20247/6/20247/6/2024,DIS_YV593DIS_YV593DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_CR7598ZONA_CR7598ZONA_MJ6113ZONA_YE1052ZONA_MJ6113ZONA_MJ6113ZONA_RA7312ZONA_WA1043,33.5,DIADIADIADIADIANOCHENOCHENOCHE,0.449,48234.7596,10525.164,13385.0,4001.3264,24.96,24.96,46.125,143.09,0.0,102.5
2024-07-07,7/7/20247/7/20247/7/20247/7/20247/7/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_MJ6113ZONA_MJ6113ZONA_VT1950ZONA_ZC9852ZONA_HN7114,21.0,DIADIADIANOCHENOCHE,0.28,34787.7504,0.0,9450.0,2350.7496,0.0,0.0,47.25,146.58,0.0,105.0
2024-07-08,7/8/20247/8/20247/8/20247/8/20247/8/20247/8/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_FD9130ZONA_LO8120ZONA_QB6901ZONA_FD9130ZONA_MU4918ZONA_YE1052,30.0,DIADIADIADIADIANOCHE,0.299,49448.934,0.0,13500.0,3606.066,0.0,0.0,67.5,209.4,0.0,150.0
2024-07-09,7/9/20247/9/20247/9/20247/9/20247/9/20247/9/2024,DIS_YV593DIS_XB915DIS_XB915DIS_MU573DIS_XB915DIS_XB915,ZONA_CR7598ZONA_FD9130ZONA_DL4727ZONA_IF5956ZONA_LO8120ZONA_OB6858,22.0,DIADIADIADIANOCHENOCHE,0.318,33402.7731,4123.665000000001,9370.0,2574.0619,10.32,10.32,38.25,118.66,0.0,85.0
2024-07-10,7/10/20247/10/2024,DIS_MU573DIS_XB915,ZONA_IF5956ZONA_FD9130,8.0,DIANOCHE,0.11,12017.7962,1669.606,3420.0,895.5978,4.32,4.32,13.5,41.88,0.0,30.0
2024-07-11,7/11/20247/11/20247/11/20247/11/20247/11/20247/11/20247/11/20247/11/20247/11/20247/11/20247/11/2024,DIS_MU573DIS_XB915DIS_JN153DIS_XB915DIS_XB915DIS_JN153DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_IF5956ZONA_NR0727ZONA_MJ6113ZONA_FD9130ZONA_DL4727ZONA_MJ6113ZONA_JU9492ZONA_OZ7796ZONA_VT1950ZONA_MU4918ZONA_MU4918,46.0,DIADIADIADIADIANOCHENOCHENOCHENOCHENOCHENOCHE,0.5729,70945.739,6587.794,20160.0,5506.467,20.7,16.32,85.5,265.24,0.0,190.0
2024-07-12,7/12/20247/12/20247/12/20247/12/20247/12/20247/12/20247/12/20247/12/20247/12/2024,DIS_YV593DIS_XB915DIS_XB915DIS_BI322DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_CR7598ZONA_IE4272ZONA_VT1950ZONA_FC3168ZONA_LO8120ZONA_FD9130ZONA_WQ8893ZONA_FD9130ZONA_BI3443,43.0,DIADIADIADIADIADIANOCHENOCHENOCHE,0.43119999999999997,66636.7801,5717.746,18520.0,5478.4739,13.92,13.92,81.0,251.28000000000003,0.0,180.0
2024-07-13,7/13/20247/13/20247/13/20247/13/20247/13/20247/13/2024,DIS_XB915DIS_XB915DIS_MU573DIS_XB915DIS_XB915DIS_XB915,ZONA_BI3443ZONA_FD9130ZONA_IF5956ZONA_OZ7796ZONA_DB0195ZONA_TL7635,17.5,DIADIADIANOCHENOCHENOCHE,0.426,27864.62225,2087.0075,7650.0,1540.87025,5.4,5.4,33.75,104.7,0.0,75.0
2024-07-14,7/14/20247/14/20247/14/20247/14/20247/14/20247/14/20247/14/20247/14/2024,DIS_XB915DIS_YV593DIS_XB915DIS_XB915DIS_XB915DIS_BI322DIS_XB915DIS_XB915,ZONA_PA0508ZONA_CR7598ZONA_VT1950ZONA_FD9130ZONA_LO8120ZONA_MV5147ZONA_FA6357ZONA_FA6357,41.0,DIADIADIADIADIANOCHENOCHENOCHE,0.56,65978.9605,4073.315,17840.0,3755.7245,9.84,9.84,81.0,251.28000000000003,0.0,180.0
2024-07-15,7/15/20247/15/20247/15/20247/15/20247/15/20247/15/20247/15/2024,DIS_XB915DIS_MU573DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_OZ7796ZONA_IF5956ZONA_SL0391ZONA_WA1043ZONA_HD8848ZONA_OZ7796ZONA_OZ7796,32.5,DIADIADIADIANOCHENOCHENOCHE,0.33599999999999997,50701.84425,3756.6135,14220.0,3996.54225,9.72,9.72,63.0,195.44,0.0,140.0
2024-07-16,7/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/20247/16/2024,DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_XB915DIS_XB915DIS_BI322DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_IF5956ZONA_PJ7514ZONA_IN4999ZONA_LO8120ZONA_FD9130ZONA_FD9130ZONA_TJ8298ZONA_WR3891,68.0,DIADIADIADIADIADIADIADIADIADIADIANOCHENOCHENOCHENOCHE,0.7150000000000001,86135.3202,35061.726,26820.0,8195.9538,90.72,90.72,58.5,181.48000000000002,0.0,130.0
2024-07-17,7/17/20247/17/20247/17/20247/17/20247/17/20247/17/20247/17/20247/17/20247/17/20247/17/20247/17/20247/17/2024,DIS_UE958DIS_UE958DIS_UE958DIS_XB915DIS_UE958DIS_UE958DIS_UE958DIS_UE958DIS_UE958DIS_XB915DIS_XB915DIS_XB915,ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_OZ7796ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_LO8120ZONA_FD9130ZONA_PJ7514,66.0,DIADIADIADIADIADIADIADIADIADIADIANOCHE,0.65,78621.9414,35209.755,29250.0,9265.8036,118.8,118.8,47.25,146.58,0.0,105.0
2024-07-18,7/18/20247/18/20247/18/20247/18/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_FY0577ZONA_OQ8475ZONA_OQ8475ZONA_QS8262,17.0,DIANOCHENOCHENOCHE,0.20500000000000002,28063.6758,0.0,7650.0,2000.8242,0.0,0.0,38.25,118.66000000000001,0.0,85.0
2024-07-19,7/19/20247/19/20247/19/2024,DIS_XB915DIS_BI322DIS_XB915,ZONA_FD9130ZONA_ZY2963ZONA_FD9130,16.0,DIANOCHENOCHE,0.14,22632.9294,5008.818,6660.0,1959.2525999999998,12.96,12.96,22.5,69.80000000000001,0.0,50.0
2024-07-20,7/20/20247/20/20247/20/20247/20/20247/20/20247/20/20247/20/20247/20/20247/20/20247/20/2024,DIS_XB915DIS_MU573DIS_MU573DIS_XB915DIS_BI322DIS_XB915DIS_BI322DIS_XB915DIS_XB915DIS_XB915,ZONA_LO8120ZONA_UK5078ZONA_UK5078ZONA_IF5956ZONA_ZY2963ZONA_IF5956ZONA_ZY2963ZONA_FD9130ZONA_FD9130ZONA_LC8979,42.5,DIADIADIADIADIADIADIANOCHENOCHENOCHE,0.419,58557.4905,15026.454000000002,17505.0,5492.3055,38.88,38.88,55.125,171.01000000000002,0.0,122.5
2024-07-21,7/21/20247/21/20247/21/20247/21/20247/21/20247/21/20247/21/20247/21/20247/21/20247/21/20247/21/20247/21/2024,DIS_MU573DIS_MU573DIS_MU573DIS_XB915DIS_MU573DIS_MU573DIS_MU573DIS_XB915DIS_BI322DIS_XB915DIS_XB915DIS_XB915,ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_TV1388ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_LO8120ZONA_ZY2963ZONA_OQ8475ZONA_OQ8475ZONA_OH3707,66.0,DIADIADIADIADIADIADIADIADIANOCHENOCHENOCHE,0.51,86072.6394,30052.908000000003,26460.0,8425.4526,77.76,77.76,67.5,209.4,0.0,150.0
2024-07-22,7/22/20247/22/20247/22/20247/22/20247/22/20247/22/20247/22/20247/22/20247/22/20247/22/20247/22/2024,DIS_BI322DIS_XB915DIS_XB915DIS_MU573DIS_BI322DIS_IO769DIS_BI322DIS_BI322DIS_BI322DIS_BI322DIS_MU573,ZONA_ZY2963ZONA_OH3707ZONA_FD9130ZONA_UK5078ZONA_ZY2963ZONA_MJ6113ZONA_ZY2963ZONA_ZY2963ZONA_ZY2963ZONA_ZY2963ZONA_ON6771,53.0,DIADIADIADIADIADIADIANOCHENOCHENOCHEDIA,0.53,62162.1792,35022.453,19620.0,6251.7678,89.28,88.02000000000001,24.75,76.78,0.0,55.0
2024-07-23,7/23/20247/23/20247/23/20247/23/20247/23/20247/23/20247/23/2024,DIS_XB915DIS_IO769DIS_IO769DIS_IO769DIS_IO769DIS_BI322DIS_BI322,ZONA_LO8120ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_II9496ZONA_II9496,36.0,DIADIADIADIADIANOCHENOCHE,0.315,45065.3214,24769.179,10350.0,4352.7996,54.72,45.9,13.5,41.88,0.0,30.0
2024-07-24,7/24/20247/24/20247/24/20247/24/20247/24/20247/24/20247/24/2024,DIS_XB915DIS_MU573DIS_XB915DIS_IO769DIS_XB915DIS_XB915DIS_BI322,ZONA_OH3707ZONA_CR7598ZONA_GN4095ZONA_MJ6113ZONA_YK9292ZONA_FD9130ZONA_YW7682,37.5,DIADIADIADIADIADIANOCHE,0.304,52301.191999999995,14113.105,14445.0,4743.753,33.84,31.32,46.125,143.09,0.0,102.5
2024-07-25,7/25/20247/25/20247/25/20247/25/20247/25/2024,DIS_MU573DIS_MU573DIS_UE958DIS_XB915DIS_XB915,ZONA_MJ6113ZONA_MJ6113ZONA_ON6771ZONA_OH3707ZONA_NB3986,20.0,DIADIADIANOCHENOCHE,0.23,27643.86765,6495.150000000001,8560.0,2705.68235,18.96,18.96,27.0,83.76,0.0,60.0
2024-07-26,7/26/20247/26/20247/26/20247/26/20247/26/2024,DIS_IO769DIS_IO769DIS_XB915DIS_XB915DIS_XB915,ZONA_MJ6113ZONA_MJ6113ZONA_LO8120ZONA_LO8120ZONA_FD9130,30.0,DIADIADIADIADIA,0.225,44322.984,9860.544,10620.0,3765.072,20.16,15.12,40.5,125.64000000000001,0.0,90.0
2024-07-27,7/27/2024,DIS_UE958,ZONA_YK9292,1.5,DIA,0.04,1442.4792,1173.6585,660.0,249.1623,3.96,3.96,0.0,0.0,0.0,0.0
2024-07-28,7/28/20247/28/20247/28/20247/28/20247/28/20247/28/20247/28/2024,DIS_YV593DIS_YV593DIS_XB915DIS_YV593DIS_XB915DIS_XB915DIS_XB915,ZONA_CR7598ZONA_CR7598ZONA_LO8120ZONA_CR7598ZONA_LO8120ZONA_KN7733ZONA_FD9130,37.0,DIADIADIADIADIADIANOCHE,0.28800000000000003,52136.1063,12144.42,14700.0,5211.4737,28.8,28.8,49.5,153.56,0.0,110.0
2024-07-29,7/29/20247/29/20247/29/20247/29/20247/29/20247/29/20247/29/2024,DIS_MU573DIS_MU573DIS_MU573DIS_XB915DIS_XB915DIS_MU573DIS_MU573,ZONA_MJ6113ZONA_MJ6113ZONA_ON6771ZONA_LO8120ZONA_LO8120ZONA_WO7145ZONA_WO7145,25.0,DIADIADIANOCHENOCHENOCHENOCHE,0.29,31143.7085,13356.848,9810.0,3191.9435,34.56,34.56,20.25,62.82000000000001,0.0,45.0
2024-07-30,7/30/2024,DIS_XB915,ZONA_KN7733,6.0,DIA,0.042,9810.9684,0.0,2700.0,800.0316,0.0,0.0,13.5,41.88,0.0,30.0
2024-07-31,7/31/20247/31/20247/31/2024,DIS_XB915DIS_YV593DIS_XB915,ZONA_KN7733ZONA_IN4999ZONA_LO8120,13.5,DIADIADIA,0.121,21227.35275,1214.442,5880.0,1838.70525,2.88,2.88,27.0,83.76,0.0,60.0
2024-08-02,8/2/20248/2/20248/2/20248/2/2024,DIS_XB915DIS_XB915DIS_MU573DIS_YV593,ZONA_LO8120ZONA_KN7733ZONA_IF5956ZONA_IN4999,6.5,DIADIADIANOCHE,0.174,9235.63465,2036.6575,2620.0,872.70785,4.92,4.92,9.0,27.92,0.0,20.0
2024-08-03,8/3/20248/3/20248/3/20248/3/20248/3/20248/3/20248/3/20248/3/2024,DIS_XB915DIS_MU573DIS_MU573DIS_XB915DIS_XB915DIS_XB915DIS_YV593DIS_XB915,ZONA_FD9130ZONA_ON6771ZONA_MJ6113ZONA_PJ7514ZONA_EJ1617ZONA_BN6985ZONA_IN4999ZONA_BN6985,33.3,DIADIADIANOCHENOCHENOCHENOCHENOCHE,0.33,47638.362290000005,9387.9589,13896.0,4417.87881,23.976,23.976,49.5,153.56,0.0,110.0
2024-08-04,8/4/20248/4/20248/4/20248/4/20248/4/20248/4/20248/4/20248/4/20248/4/2024,DIS_XB915DIS_XB915DIS_XB915DIS_MU573DIS_XB915DIS_XB915DIS_XB915DIS_YV593DIS_XB915,ZONA_FD9130ZONA_LO8120ZONA_LO8120ZONA_MJ6113ZONA_PJ7514ZONA_PJ7514ZONA_TD0627ZONA_IN4999ZONA_RU0497,28.5,DIADIADIADIADIANOCHENOCHENOCHENOCHE,0.40800000000000003,44725.11495,2871.4605,12430.0,3672.9245499999997,7.08,7.08,56.25,174.5,0.0,125.0
2024-08-05,8/5/20248/5/20248/5/20248/5/20248/5/20248/5/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_YV593,ZONA_LO8120ZONA_OB6858ZONA_QQ3480ZONA_FV1355ZONA_HD8848ZONA_IN4999,23.0,DIADIADIANOCHENOCHENOCHE,0.276,36699.804000000004,1619.256,10090.0,2897.44,3.84,3.84,47.25,146.58,0.0,105.0
2024-08-06,8/6/20248/6/20248/6/20248/6/20248/6/20248/6/20248/6/20248/6/20248/6/2024,DIS_XB915DIS_IO769DIS_IO769DIS_XB915DIS_XB915DIS_XB915DIS_YV593DIS_XB915DIS_XB915,ZONA_UW6646ZONA_MJ6113ZONA_MJ6113ZONA_RU0497ZONA_YB3118ZONA_PJ7514ZONA_IN4999ZONA_FV1355ZONA_FV1355,39.0,DIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.498,61850.1684,4906.104,16330.0,4387.4276,10.559999999999999,8.879999999999999,74.25,230.34000000000003,0.0,165.0
2024-08-07,8/7/20248/7/20248/7/20248/7/20248/7/20248/7/20248/7/20248/7/20248/7/20248/7/20248/7/20248/7/2024,DIS_XB915DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_XB915DIS_XB915DIS_XB915DIS_YV593,ZONA_UW6646ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_ON6771ZONA_VP7930ZONA_RU0497ZONA_LO8120ZONA_IN4999,72.0,DIADIADIADIADIADIADIADIADIANOCHENOCHENOCHE,0.54,88946.2706,40020.194,28000.0,8911.5354,103.19999999999999,103.19999999999999,54.0,167.52,0.0,120.0
2024-08-08,8/8/20248/8/20248/8/2024,DIS_XB915DIS_XB915DIS_XB915,ZONA_KN7733ZONA_UW6646ZONA_GS8972,18.0,DIANOCHENOCHE,0.128,29452.1292,0.0,8100.0,2380.8707999999997,0.0,0.0,40.5,125.64000000000001,0.0,90.0
2024-08-09,8/9/20248/9/20248/9/20248/9/20248/9/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_UW6646ZONA_GS8972ZONA_RU0497ZONA_RU0497ZONA_FR7445,26.0,DIADIADIADIANOCHE,0.20400000000000001,42456.524399999995,0.0,11700.0,3524.4755999999998,0.0,0.0,58.5,181.48000000000002,0.0,130.0
2024-08-10,8/10/20248/10/20248/10/20248/10/20248/10/20248/10/20248/10/20248/10/20248/10/20248/10/2024,DIS_XB915DIS_XB915DIS_MU573DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_NN3859ZONA_NN3859ZONA_MJ6113ZONA_FD9130ZONA_FD9130ZONA_JK9009ZONA_UW6646ZONA_FV1355ZONA_WM2734ZONA_LO8120,48.5,DIADIADIADIADIADIADIANOCHENOCHENOCHE,0.405,76454.40465,3756.6135,21420.0,6539.98185,9.72,9.72,99.0,307.12,0.0,220.0
2024-08-11,8/11/20248/11/20248/11/20248/11/20248/11/20248/11/20248/11/20248/11/20248/11/20248/11/2024,DIS_XB915DIS_XB915DIS_MU573DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_LC4254ZONA_FR7445ZONA_ON6771ZONA_WM2734ZONA_LO8120ZONA_DN7781ZONA_WM2734ZONA_FD9130ZONA_FR7445ZONA_WE0047,48.0,DIADIADIADIADIADIADIANOCHENOCHENOCHE,0.426,74310.5447,5843.621,20970.0,6256.3343,15.12,15.12,92.25,286.18,0.0,205.0
2024-08-12,8/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/20248/12/2024,DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_XB915DIS_XB915DIS_MU573DIS_XB915DIS_MU573,ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_HV1351ZONA_UW6646ZONA_ON6771ZONA_UW6646ZONA_ON6771,188.0,DIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIADIA,1.4749999999999999,201061.2022,146925.328,68760.0,22771.4698,380.16,380.16,27.0,83.76,0.0,60.0
2024-08-13,8/13/20248/13/20248/13/20248/13/20248/13/20248/13/20248/13/20248/13/20248/13/20248/13/20248/13/20248/13/2024,DIS_XB915DIS_XB915DIS_MU573DIS_MU573DIS_MU573DIS_MU573DIS_XB915DIS_MU573DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_UW6646ZONA_LO8120ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_MJ6113ZONA_PJ7514ZONA_MJ6113ZONA_KP8567ZONA_KP8567ZONA_UW6646ZONA_TD0627,62.0,DIADIADIADIADIADIADIADIANOCHENOCHENOCHENOCHE,0.48,83603.69029999999,24209.287,25290.0,8141.5226999999995,62.64,62.64,74.25,230.34000000000003,0.0,165.0
2024-08-14,8/14/20248/14/20248/14/20248/14/20248/14/2024,DIS_XB915DIS_XB915DIS_XB915DIS_XB915DIS_XB915,ZONA_ZT1248ZONA_KN7733ZONA_IJ7337ZONA_IJ7337ZONA_IN2443,27.0,DIADIADIANOCHENOCHE,0.2,44062.849799999996,0.0,12150.0,3686.6502,0.0,0.0,60.75,188.46,0.0,135.0
