FECHA,Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
5/17/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/17/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/17/2024,4991.9922,0,1350,313.5078,0,0,6.75,20.94,0,15
5/18/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
5/18/2024,3360.0348,0,900,176.9652,0,0,4.5,13.96,0,10
5/18/2024,10060.8804,0,2700,550.1196,0,0,13.5,41.88,0,30
5/18/2024,10060.8804,0,2700,550.1196,0,0,13.5,41.88,0,30
5/18/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/18/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/19/2024,10214.6724,0,2700,396.3276,0,0,13.5,41.88,0,30
5/19/2024,10214.6724,0,2700,396.3276,0,0,13.5,41.88,0,30
5/19/2024,10176.2244,0,2700,434.7756,0,0,13.5,41.88,0,30
5/19/2024,10176.2244,0,2700,434.7756,0,0,13.5,41.88,0,30
5/19/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/19/2024,5852.0259,0,1575,337.7241,0,0,7.875,24.43,0,17.5
5/20/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/20/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/20/2024,6688.0296,0,1800,385.9704,0,0,9,27.92,0,20
5/21/2024,6275.8254,5008.818,2160,631.3566,12.96,12.96,0,0,0,0
5/21/2024,4183.8836,3339.212,1440,420.9044,8.64,8.64,0,0,0,0
5/21/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
5/21/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
5/21/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
5/21/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
5/22/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/22/2024,2062.3512,1639.396,780,253.2528,5.46,4,0,0,0,0
5/22/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/22/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/22/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/22/2024,6623.9496,0,1800,450.0504,0,0,9,27.92,0,20
5/23/2024,9945.5364,0,2700,665.4636,0,0,13.5,41.88,0,30
5/23/2024,3327.9948,0,900,209.0052,0,0,4.5,13.96,0,10
5/23/2024,9935.9244,0,2700,675.0756,0,0,13.5,41.88,0,30
5/23/2024,8239.887,0,2250,602.613,0,0,11.25,34.9,0,25
5/24/2024,9935.9244,0,2700,675.0756,0,0,13.5,41.88,0,30
5/24/2024,9935.9244,0,2700,675.0756,0,0,13.5,41.88,0,30
5/24/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/24/2024,8319.987,0,2250,522.513,0,0,11.25,34.9,0,25
5/24/2024,9935.9244,0,2700,675.0756,0,0,13.5,41.88,0,30
5/24/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
5/24/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
5/24/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
5/25/2024,5088.1122,0,1350,217.3878,0,0,6.75,20.94,0,15
5/25/2024,3392.0748,0,900,144.9252,0,0,4.5,13.96,0,10
5/25/2024,5088.1122,0,1350,217.3878,0,0,6.75,20.94,0,15
5/25/2024,10176.2244,0,2700,434.7756,0,0,13.5,41.88,0,30
5/25/2024,6784.1496,0,1800,289.8504,0,0,9,27.92,0,20
5/25/2024,3392.0748,0,900,144.9252,0,0,4.5,13.96,0,10
5/25/2024,8480.187,0,2250,362.313,0,0,11.25,34.9,0,25
5/25/2024,10176.2244,0,2700,434.7756,0,0,13.5,41.88,0,30
5/26/2024,10041.6564,0,2700,569.3436,0,0,13.5,41.88,0,30
5/26/2024,10041.6564,0,2700,569.3436,0,0,13.5,41.88,0,30
5/26/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/26/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/26/2024,9935.9244,0,2700,675.0756,0,0,13.5,41.88,0,30
5/26/2024,8279.937,0,2250,562.563,0,0,11.25,34.9,0,25
5/27/2024,6694.4376,0,1800,379.5624,0,0,9,27.92,0,20
5/27/2024,6694.4376,0,1800,379.5624,0,0,9,27.92,0,20
5/27/2024,6694.4376,0,1800,379.5624,0,0,9,27.92,0,20
5/27/2024,6694.4376,0,1800,379.5624,0,0,9,27.92,0,20
5/27/2024,6192.9816,4918.188,2340,753.8304,16.38,12,0,0,0,0
5/27/2024,6216.6936,4918.188,2340,730.1184,16.38,12,0,0,0,0
5/27/2024,6216.6936,4918.188,2340,730.1184,16.38,12,0,0,0,0
5/27/2024,6720.0696,0,1800,353.9304,0,0,9,27.92,0,20
5/27/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/27/2024,3344.0148,0,900,192.9852,0,0,4.5,13.96,0,10
5/27/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/27/2024,6655.9896,0,1800,418.0104,0,0,9,27.92,0,20
5/27/2024,8319.987,0,2250,522.513,0,0,11.25,34.9,0,25
5/28/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/28/2024,6655.9896,0,1800,418.0104,0,0,9,27.92,0,20
5/28/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/28/2024,6688.0296,0,1800,385.9704,0,0,9,27.92,0,20
5/29/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/29/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
5/29/2024,3327.9948,0,900,209.0052,0,0,4.5,13.96,0,10
5/29/2024,1663.9974,0,450,104.5026,0,0,2.25,6.98,0,5
5/29/2024,6275.8254,5008.818,2160,631.3566,12.96,12.96,0,0,0,0
5/29/2024,6275.8254,5008.818,2160,631.3566,12.96,12.96,0,0,0,0
5/29/2024,6275.8254,5008.818,2160,631.3566,12.96,12.96,0,0,0,0
5/29/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/30/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/30/2024,2210.5566,1619.256,640,248.1874,3.84,3.84,0,0,0,0
5/30/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
5/30/2024,6287.9094,5008.818,2160,619.2726,12.96,12.96,0,0,0,0
5/30/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
5/31/2024,4982.3802,0,1350,323.1198,0,0,6.75,20.94,0,15
5/31/2024,9964.7604,0,2700,646.2396,0,0,13.5,41.88,0,30
5/31/2024,6643.1736,0,1800,430.8264,0,0,9,27.92,0,20
5/31/2024,4175.8276,3339.212,1440,428.9604,8.64,8.64,0,0,0,0
5/31/2024,6623.9496,0,1800,450.0504,0,0,9,27.92,0,20
5/31/2024,6623.9496,0,1800,450.0504,0,0,9,27.92,0,20
5/31/2024,3122.8077,2504.409,1080,330.7833,6.48,6.48,0,0,0,0
5/31/2024,9935.9244,0,2700,675.0756,0,0,13.5,41.88,0,30
5/31/2024,3311.9748,0,900,225.0252,0,0,4.5,13.96,0,10
6/1/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/1/2024,6591.9096,0,1800,482.0904,0,0,9,27.92,0,20
6/1/2024,2483.2818,1643.424,420,225.8942,3.36,2.52,0,0,0,0
6/1/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/1/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/1/2024,3295.9548,0,900,241.0452,0,0,4.5,13.96,0,10
6/1/2024,6215.4054,5008.818,2160,691.7766,12.96,12.96,0,0,0,0
6/1/2024,6591.9096,0,1800,482.0904,0,0,9,27.92,0,20
6/1/2024,6203.3214,5008.818,2160,703.8606,12.96,12.96,0,0,0,0
6/1/2024,3279.9348,0,900,257.0652,0,0,4.5,13.96,0,10
6/2/2024,9839.8044,0,2700,771.1956,0,0,13.5,41.88,0,30
6/2/2024,1011.4156,819.698,390,146.3864,2.73,2,0,0,0,0
6/2/2024,9839.8044,0,2700,771.1956,0,0,13.5,41.88,0,30
6/2/2024,6559.8696,0,1800,514.1304,0,0,9,27.92,0,20
6/2/2024,1006.4756,819.698,390,151.3264,2.73,2,0,0,0,0
6/2/2024,6527.8296,0,1800,546.1704,0,0,9,27.92,0,20
6/2/2024,6527.8296,0,1800,546.1704,0,0,9,27.92,0,20
6/2/2024,503.2378,409.849,195,75.6632,1.365,1,0,0,0,0
6/2/2024,6154.9854,5008.818,2160,752.1966,12.96,12.96,0,0,0,0
6/2/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/3/2024,6472.8198,4857.768,1920,903.4122,11.52,11.52,0,0,0,0
6/3/2024,3236.4099,2428.884,960,451.7061,5.76,5.76,0,0,0,0
6/3/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/3/2024,2447.9361,0,675,204.8139,0,0,3.375,10.47,0,7.5
6/3/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/3/2024,2447.9361,0,675,204.8139,0,0,3.375,10.47,0,7.5
6/3/2024,8159.787,0,2250,682.713,0,0,11.25,34.9,0,25
6/3/2024,2447.9361,0,675,204.8139,0,0,3.375,10.47,0,7.5
6/3/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/3/2024,2012.9512,1639.396,780,302.6528,5.46,4,0,0,0,0
6/3/2024,4103.3236,3339.212,1440,501.4644,8.64,8.64,0,0,0,0
6/3/2024,2564.57725,2087.0075,900,313.41525,5.4,5.4,0,0,0,0
6/3/2024,7343.8083,0,2025,614.4417,0,0,10.125,31.41,0,22.5
6/4/2024,7358.2263,0,2025,600.0237,0,0,10.125,31.41,0,22.5
6/4/2024,1512.6774,1229.547,585,224.0256,4.095,3,0,0,0,0
6/4/2024,1512.6774,1229.547,585,224.0256,4.095,3,0,0,0,0
6/4/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/4/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/4/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/4/2024,2016.9032,1639.396,780,298.7008,5.46,4,0,0,0,0
6/4/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/4/2024,4905.4842,0,1350,400.0158,0,0,6.75,20.94,0,15
6/4/2024,6540.6456,0,1800,533.3544,0,0,9,27.92,0,20
6/5/2024,1012.4036,819.698,390,145.3984,2.73,2,0,0,0,0
6/5/2024,9849.4164,0,2700,761.5836,0,0,13.5,41.88,0,30
6/5/2024,1012.4036,819.698,390,145.3984,2.73,2,0,0,0,0
6/5/2024,9849.4164,0,2700,761.5836,0,0,13.5,41.88,0,30
6/5/2024,1012.4036,819.698,390,145.3984,2.73,2,0,0,0,0
6/5/2024,9849.4164,0,2700,761.5836,0,0,13.5,41.88,0,30
6/5/2024,1012.4036,819.698,390,145.3984,2.73,2,0,0,0,0
6/6/2024,9830.1924,0,2700,780.8076,0,0,13.5,41.88,0,30
6/6/2024,1010.4276,819.698,390,147.3744,2.73,2,0,0,0,0
6/6/2024,1010.4276,819.698,390,147.3744,2.73,2,0,0,0,0
6/6/2024,1509.7134,1229.547,585,226.9896,4.095,3,0,0,0,0
6/6/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/6/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/6/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/6/2024,1006.4756,819.698,390,151.3264,2.73,2,0,0,0,0
6/6/2024,2447.9361,0,675,204.8139,0,0,3.375,10.47,0,7.5
6/6/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/7/2024,9830.1924,0,2700,780.8076,0,0,13.5,41.88,0,30
6/7/2024,9830.1924,0,2700,780.8076,0,0,13.5,41.88,0,30
6/7/2024,9772.5204,0,2700,838.4796,0,0,13.5,41.88,0,30
6/7/2024,3257.5068,0,900,279.4932,0,0,4.5,13.96,0,10
6/7/2024,9743.6844,0,2700,867.3156,0,0,13.5,41.88,0,30
6/7/2024,9743.6844,0,2700,867.3156,0,0,13.5,41.88,0,30
6/8/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/8/2024,961.6528,782.439,440,166.1082,2.64,2.64,0,0,0,0
6/8/2024,961.6528,782.439,440,166.1082,2.64,2.64,0,0,0,0
6/8/2024,2447.9361,0,675,204.8139,0,0,3.375,10.47,0,7.5
6/8/2024,961.6528,782.439,440,166.1082,2.64,2.64,0,0,0,0
6/8/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/8/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/8/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/8/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/8/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/9/2024,965.4288,782.439,440,162.3322,2.64,2.64,0,0,0,0
6/9/2024,965.4288,782.439,440,162.3322,2.64,2.64,0,0,0,0
6/9/2024,9830.1924,0,2700,780.8076,0,0,13.5,41.88,0,30
6/9/2024,1638.3654,0,450,130.1346,0,0,2.25,6.98,0,5
6/9/2024,9830.1924,0,2700,780.8076,0,0,13.5,41.88,0,30
6/9/2024,965.4288,782.439,440,162.3322,2.64,2.64,0,0,0,0
6/9/2024,9839.8044,0,2700,771.1956,0,0,13.5,41.88,0,30
6/9/2024,9839.8044,0,2700,771.1956,0,0,13.5,41.88,0,30
6/10/2024,9849.4164,0,2700,761.5836,0,0,13.5,41.88,0,30
6/10/2024,5803.9008,4694.634,2640,962.6652,15.84,15.84,0,0,0,0
6/10/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/10/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/10/2024,9772.5204,0,2700,838.4796,0,0,13.5,41.88,0,30
6/10/2024,9772.5204,0,2700,838.4796,0,0,13.5,41.88,0,30
6/10/2024,9772.5204,0,2700,838.4796,0,0,13.5,41.88,0,30
6/10/2024,9772.5204,0,2700,838.4796,0,0,13.5,41.88,0,30
6/10/2024,9743.6844,0,2700,867.3156,0,0,13.5,41.88,0,30
6/10/2024,9743.6844,0,2700,867.3156,0,0,13.5,41.88,0,30
6/11/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/11/2024,8606.9963,5751.984,1470,875.1197,11.76,8.82,0,0,0,0
6/11/2024,961.6528,782.439,440,166.1082,2.64,2.64,0,0,0,0
6/11/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/11/2024,480.8264,391.2195,220,83.0541,1.32,1.32,0,0,0,0
6/11/2024,9791.7444,0,2700,819.2556,0,0,13.5,41.88,0,30
6/11/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/11/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/11/2024,9810.9684,0,2700,800.0316,0,0,13.5,41.88,0,30
6/11/2024,6540.6456,0,1800,533.3544,0,0,9,27.92,0,20
6/12/2024,10022.4324,0,2700,588.5676,0,0,13.5,41.88,0,30
6/12/2024,9945.5364,0,2700,665.4636,0,0,13.5,41.88,0,30
6/12/2024,9945.5364,0,2700,665.4636,0,0,13.5,41.88,0,30
6/12/2024,9945.5364,0,2700,665.4636,0,0,13.5,41.88,0,30
6/12/2024,3308.7708,0,900,228.2292,0,0,4.5,13.96,0,10
6/12/2024,6617.5416,0,1800,456.4584,0,0,9,27.92,0,20
6/12/2024,9926.3124,0,2700,684.6876,0,0,13.5,41.88,0,30
6/12/2024,1654.3854,0,450,114.1146,0,0,2.25,6.98,0,5
6/13/2024,9926.3124,0,2700,684.6876,0,0,13.5,41.88,0,30
6/13/2024,9926.3124,0,2700,684.6876,0,0,13.5,41.88,0,30
6/13/2024,9926.3124,0,2700,684.6876,0,0,13.5,41.88,0,30
6/13/2024,9926.3124,0,2700,684.6876,0,0,13.5,41.88,0,30
6/13/2024,5001.6042,0,1350,303.8958,0,0,6.75,20.94,0,15
6/13/2024,10003.2084,0,2700,607.7916,0,0,13.5,41.88,0,30
6/13/2024,10003.2084,0,2700,607.7916,0,0,13.5,41.88,0,30
6/14/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/14/2024,6268.5545,4108.56,1050,504.3855,8.4,6.3,0,0,0,0
6/14/2024,5014.8436,3286.848,840,403.5084,6.72,5.04,0,0,0,0
6/14/2024,2507.4218,1643.424,420,201.7542,3.36,2.52,0,0,0,0
6/14/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/14/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/14/2024,9134.3637,0,2475,592.3863,0,0,12.375,38.39,0,27.5
6/14/2024,9964.7604,0,2700,646.2396,0,0,13.5,41.88,0,30
6/14/2024,1565.93535,1252.2045,540,160.86015,3.24,3.24,0,0,0,0
6/15/2024,9964.7604,0,2700,646.2396,0,0,13.5,41.88,0,30
6/15/2024,9964.7604,0,2700,646.2396,0,0,13.5,41.88,0,30
6/15/2024,9964.7604,0,2700,646.2396,0,0,13.5,41.88,0,30
6/15/2024,9993.5964,0,2700,617.4036,0,0,13.5,41.88,0,30
6/15/2024,9993.5964,0,2700,617.4036,0,0,13.5,41.88,0,30
6/15/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/15/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/15/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/16/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/16/2024,9974.3724,0,2700,636.6276,0,0,13.5,41.88,0,30
6/16/2024,8311.977,0,2250,530.523,0,0,11.25,34.9,0,25
6/16/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/16/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/16/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/17/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/17/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/17/2024,4943.9322,0,1350,361.5678,0,0,6.75,20.94,0,15
6/17/2024,1553.85135,1252.2045,540,172.94415,3.24,3.24,0,0,0,0
6/18/2024,9839.8044,0,2700,771.1956,0,0,13.5,41.88,0,30
6/18/2024,4919.9022,0,1350,385.5978,0,0,6.75,20.94,0,15
6/18/2024,4919.9022,0,1350,385.5978,0,0,6.75,20.94,0,15
6/18/2024,6559.8696,0,1800,514.1304,0,0,9,27.92,0,20
6/18/2024,9839.8044,0,2700,771.1956,0,0,13.5,41.88,0,30
6/18/2024,9801.3564,0,2700,809.6436,0,0,13.5,41.88,0,30
6/18/2024,8167.797,0,2250,674.703,0,0,11.25,34.9,0,25
6/19/2024,9801.3564,0,2700,809.6436,0,0,13.5,41.88,0,30
6/19/2024,6139.6296,4918.188,2340,807.1824,16.38,12,0,0,0,0
6/19/2024,6139.6296,4918.188,2340,807.1824,16.38,12,0,0,0,0
6/19/2024,6139.6296,4918.188,2340,807.1824,16.38,12,0,0,0,0
6/19/2024,6139.6296,4918.188,2340,807.1824,16.38,12,0,0,0,0
6/19/2024,6139.6296,4918.188,2340,807.1824,16.38,12,0,0,0,0
6/19/2024,6139.6296,4918.188,2340,807.1824,16.38,12,0,0,0,0
6/19/2024,6139.6296,4918.188,2340,807.1824,16.38,12,0,0,0,0
6/19/2024,5116.358,4098.49,1950,672.652,13.65,10,0,0,0,0
6/20/2024,6604.7256,0,1800,469.2744,0,0,9,27.92,0,20
6/20/2024,2594.78725,2087.0075,900,283.20525,5.4,5.4,0,0,0,0
6/20/2024,9907.0884,0,2700,703.9116,0,0,13.5,41.88,0,30
6/20/2024,1037.9149,834.803,360,113.2821,2.16,2.16,0,0,0,0
6/20/2024,9907.0884,0,2700,703.9116,0,0,13.5,41.88,0,30
6/20/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
6/20/2024,10128.1644,0,2700,482.8356,0,0,13.5,41.88,0,30
6/20/2024,6752.1096,0,1800,321.8904,0,0,9,27.92,0,20
6/20/2024,3376.0548,0,900,160.9452,0,0,4.5,13.96,0,10
6/20/2024,10128.1644,0,2700,482.8356,0,0,13.5,41.88,0,30
6/21/2024,10128.1644,0,2700,482.8356,0,0,13.5,41.88,0,30
6/21/2024,10272.3444,0,2700,338.6556,0,0,13.5,41.88,0,30
6/21/2024,10272.3444,0,2700,338.6556,0,0,13.5,41.88,0,30
6/21/2024,10224.2844,0,2700,386.7156,0,0,13.5,41.88,0,30
6/21/2024,10224.2844,0,2700,386.7156,0,0,13.5,41.88,0,30
6/22/2024,6336.2454,5008.818,2160,570.9366,12.96,12.96,0,0,0,0
6/22/2024,6336.2454,5008.818,2160,570.9366,12.96,12.96,0,0,0,0
6/22/2024,6336.2454,5008.818,2160,570.9366,12.96,12.96,0,0,0,0
6/22/2024,6336.2454,5008.818,2160,570.9366,12.96,12.96,0,0,0,0
6/22/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
6/22/2024,6336.2454,5008.818,2160,570.9366,12.96,12.96,0,0,0,0
6/22/2024,6336.2454,5008.818,2160,570.9366,12.96,12.96,0,0,0,0
6/22/2024,6336.2454,5008.818,2160,570.9366,12.96,12.96,0,0,0,0
6/22/2024,5280.2045,4174.015,1800,475.7805,10.8,10.8,0,0,0,0
6/22/2024,1056.0409,834.803,360,95.1561,2.16,2.16,0,0,0,0
6/22/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
6/22/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
6/22/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
6/23/2024,3344.0148,0,900,192.9852,0,0,4.5,13.96,0,10
6/23/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
6/23/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
6/23/2024,1672.0074,0,450,96.4926,0,0,2.25,6.98,0,5
6/23/2024,1672.0074,0,450,96.4926,0,0,2.25,6.98,0,5
6/23/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
6/23/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
6/23/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
6/23/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
6/23/2024,6688.0296,0,1800,385.9704,0,0,9,27.92,0,20
6/24/2024,10003.2084,0,2700,607.7916,0,0,13.5,41.88,0,30
6/24/2024,10003.2084,0,2700,607.7916,0,0,13.5,41.88,0,30
6/24/2024,1667.2014,0,450,101.2986,0,0,2.25,6.98,0,5
6/24/2024,10003.2084,0,2700,607.7916,0,0,13.5,41.88,0,30
6/24/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/25/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/25/2024,4991.9922,0,1350,313.5078,0,0,6.75,20.94,0,15
6/25/2024,4991.9922,0,1350,313.5078,0,0,6.75,20.94,0,15
6/25/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/25/2024,10003.2084,0,2700,607.7916,0,0,13.5,41.88,0,30
6/26/2024,8336.007,0,2250,506.493,0,0,11.25,34.9,0,25
6/26/2024,3334.4028,0,900,202.5972,0,0,4.5,13.96,0,10
6/26/2024,10003.2084,0,2700,607.7916,0,0,13.5,41.88,0,30
6/26/2024,1667.2014,0,450,101.2986,0,0,2.25,6.98,0,5
6/26/2024,1667.2014,0,450,101.2986,0,0,2.25,6.98,0,5
6/26/2024,10003.2084,0,2700,607.7916,0,0,13.5,41.88,0,30
6/26/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/26/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/26/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/27/2024,8279.937,0,2250,562.563,0,0,11.25,34.9,0,25
6/27/2024,9935.9244,0,2700,675.0756,0,0,13.5,41.88,0,30
6/27/2024,1655.9874,0,450,112.5126,0,0,2.25,6.98,0,5
6/27/2024,1021.2956,819.698,390,136.5064,2.73,2,0,0,0,0
6/27/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/27/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/27/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/28/2024,9983.9844,0,2700,627.0156,0,0,13.5,41.88,0,30
6/28/2024,7699.8831,5667.396,2240,905.7209,13.44,13.44,0,0,0,0
6/28/2024,4967.9622,0,1350,337.5378,0,0,6.75,20.94,0,15
6/28/2024,4967.9622,0,1350,337.5378,0,0,6.75,20.94,0,15
6/28/2024,3311.9748,0,900,225.0252,0,0,4.5,13.96,0,10
6/28/2024,4967.9622,0,1350,337.5378,0,0,6.75,20.94,0,15
6/28/2024,1651.1814,0,450,117.3186,0,0,2.25,6.98,0,5
6/28/2024,1651.1814,0,450,117.3186,0,0,2.25,6.98,0,5
6/28/2024,9907.0884,0,2700,703.9116,0,0,13.5,41.88,0,30
6/28/2024,9907.0884,0,2700,703.9116,0,0,13.5,41.88,0,30
6/29/2024,2476.7721,0,675,175.9779,0,0,3.375,10.47,0,7.5
6/29/2024,4943.9322,0,1350,361.5678,0,0,6.75,20.94,0,15
6/29/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/29/2024,1647.9774,0,450,120.5226,0,0,2.25,6.98,0,5
6/29/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/29/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/29/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/30/2024,9887.8644,0,2700,723.1356,0,0,13.5,41.88,0,30
6/30/2024,4119.9435,0,1125,301.3065,0,0,5.625,17.45,0,12.5
6/30/2024,5016.0222,0,1350,289.4778,0,0,6.75,20.94,0,15
6/30/2024,5016.0222,0,1350,289.4778,0,0,6.75,20.94,0,15
6/30/2024,4180.0185,0,1125,241.2315,0,0,5.625,17.45,0,12.5
6/30/2024,10080.1044,0,2700,530.8956,0,0,13.5,41.88,0,30
7/1/2024,10032.0444,0,2700,578.9556,0,0,13.5,41.88,0,30
7/1/2024,1051.0059,834.803,360,100.1911,2.16,2.16,0,0,0,0
7/1/2024,7357.0413,5843.621,2520,701.3377,15.12,15.12,0,0,0,0
7/1/2024,7357.0413,5843.621,2520,701.3377,15.12,15.12,0,0,0,0
7/1/2024,7335.8943,5843.621,2520,722.4847,15.12,15.12,0,0,0,0
7/1/2024,7335.8943,5843.621,2520,722.4847,15.12,15.12,0,0,0,0
7/1/2024,7335.8943,5843.621,2520,722.4847,15.12,15.12,0,0,0,0
7/1/2024,5001.6042,0,1350,303.8958,0,0,6.75,20.94,0,15
7/1/2024,7335.8943,5843.621,2520,722.4847,15.12,15.12,0,0,0,0
7/1/2024,6287.9094,5008.818,2160,619.2726,12.96,12.96,0,0,0,0
7/1/2024,2508.0111,0,675,144.7389,0,0,3.375,10.47,0,7.5
